[2025-11-10 21:16:07] [INFO    ] discord.client: logging in using static token
[2025-11-10 21:17:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 27, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-10T15:47:24.322000+00:00', 'pinned': False, 'nonce': '1437468694417506304', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1437462889748238550'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-07T05:36:05.898000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1437468697336873061', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!poll Bot', 'components': [], 'channel_type': 0, 'channel_id': '1436227694219104318', 'author': {'username': 'tejaskumar', 'public_flags': 0, 'primary_guild': None, 'id': '700204199841103943', 'global_name': 'Tejas Kumar', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4e163071f61f2205360ade06b4cfaef'}, 'attachments': [], 'guild_id': '1436227692667076771'}}
[2025-11-10 21:17:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:17:24] [DEBUG   ] discord.client: Dispatching event message
[2025-11-10 21:17:24] [DEBUG   ] discord.client: Dispatching event command
[2025-11-10 21:17:24] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1436227694219104318/messages with {"embeds":[{"flags":0,"type":"rich","description":"Bot","title":"New Poll"}],"content":null,"components":[],"nonce":"11313852441759826951","enforce_nonce":true,"tts":false} has returned 200
[2025-11-10 21:17:24] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1436227694219104318/messages has received {'type': 0, 'content': '', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [{'type': 'rich', 'title': 'New Poll', 'description': 'Bot', 'content_scan_version': 0}], 'timestamp': '2025-11-10T15:47:24.797000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1437468699329167534', 'channel_id': '1436227694219104318', 'author': {'id': '1437455786392420372', 'username': 'bot1437455786392420372', 'avatar': None, 'discriminator': '8925', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '11313852441759826951'}
[2025-11-10 21:17:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 28, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-10T15:47:24.797000+00:00', 'pinned': False, 'nonce': '11313852441759826951', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1437457251785773190'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-10T15:01:55.553718+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1437468699329167534', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'New Poll', 'id': '1437468699329167535', 'description': 'Bot', 'content_scan_version': 0}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1436227694219104318', 'author': {'username': 'bot1437455786392420372', 'public_flags': 0, 'primary_guild': None, 'id': '1437455786392420372', 'global_name': None, 'display_name_styles': None, 'discriminator': '8925', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1436227692667076771'}}
[2025-11-10 21:17:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:17:24] [DEBUG   ] discord.client: Dispatching event message
[2025-11-10 21:17:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 29, 'op': 0, 'd': {'user_id': '1437455786392420372', 'type': 0, 'message_id': '1437468699329167534', 'message_author_id': '1437455786392420372', 'member': {'user': {'username': 'bot1437455786392420372', 'public_flags': 0, 'primary_guild': None, 'id': '1437455786392420372', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '8925', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1437457251785773190'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-10T15:01:55.553718+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': '👍', 'id': None}, 'channel_id': '1436227694219104318', 'burst': False, 'guild_id': '1436227692667076771'}}
[2025-11-10 21:17:25] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:17:25] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2025-11-10 21:17:25] [DEBUG   ] discord.client: Dispatching event reaction_add
[2025-11-10 21:17:25] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1436227694219104318/messages/1437468699329167534/reactions/%F0%9F%91%8D/@me with None has returned 204
[2025-11-10 21:17:25] [DEBUG   ] discord.http: PUT /channels/{channel_id}/messages/{message_id}/reactions/{emoji}/@me has found its initial rate limit bucket hash (acca06189c86c292e9013a444ec3184d).
[2025-11-10 21:17:25] [DEBUG   ] discord.http: A rate limit bucket (acca06189c86c292e9013a444ec3184d) has been exhausted. Pre-emptively rate limiting...
[2025-11-10 21:17:25] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1436227694219104318/messages/1437468699329167534/reactions/%F0%9F%91%8D/@me has received 
[2025-11-10 21:17:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 30, 'op': 0, 'd': {'user_id': '1437455786392420372', 'type': 0, 'message_id': '1437468699329167534', 'message_author_id': '1437455786392420372', 'member': {'user': {'username': 'bot1437455786392420372', 'public_flags': 0, 'primary_guild': None, 'id': '1437455786392420372', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '8925', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1437457251785773190'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-10T15:01:55.553718+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': '👎', 'id': None}, 'channel_id': '1436227694219104318', 'burst': False, 'guild_id': '1436227692667076771'}}
[2025-11-10 21:17:25] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:17:25] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2025-11-10 21:17:25] [DEBUG   ] discord.client: Dispatching event reaction_add
[2025-11-10 21:17:25] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1436227694219104318/messages/1437468699329167534/reactions/%F0%9F%91%8E/@me with None has returned 204
[2025-11-10 21:17:25] [DEBUG   ] discord.http: A rate limit bucket (acca06189c86c292e9013a444ec3184d) has been exhausted. Pre-emptively rate limiting...
[2025-11-10 21:17:25] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1436227694219104318/messages/1437468699329167534/reactions/%F0%9F%91%8E/@me has received 
[2025-11-10 21:17:26] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-11-10 21:17:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 31, 'op': 0, 'd': {'user_id': '700204199841103943', 'type': 0, 'message_id': '1437468699329167534', 'message_author_id': '1437455786392420372', 'member': {'user': {'username': 'tejaskumar', 'public_flags': 0, 'primary_guild': None, 'id': '700204199841103943', 'global_name': 'Tejas Kumar', 'display_name_styles': None, 'display_name': 'Tejas Kumar', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'e4e163071f61f2205360ade06b4cfaef'}, 'roles': ['1437462889748238550'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-07T05:36:05.898000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': '👎', 'id': None}, 'channel_id': '1436227694219104318', 'burst': False, 'guild_id': '1436227692667076771'}}
[2025-11-10 21:17:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:17:27] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2025-11-10 21:17:27] [DEBUG   ] discord.client: Dispatching event reaction_add
[2025-11-10 21:17:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 32, 'op': 0, 'd': {'user_id': '700204199841103943', 'type': 0, 'message_id': '1437468699329167534', 'message_author_id': '1437455786392420372', 'member': {'user': {'username': 'tejaskumar', 'public_flags': 0, 'primary_guild': None, 'id': '700204199841103943', 'global_name': 'Tejas Kumar', 'display_name_styles': None, 'display_name': 'Tejas Kumar', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'e4e163071f61f2205360ade06b4cfaef'}, 'roles': ['1437462889748238550'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-07T05:36:05.898000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': '👍', 'id': None}, 'channel_id': '1436227694219104318', 'burst': False, 'guild_id': '1436227692667076771'}}
[2025-11-10 21:17:28] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:17:28] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2025-11-10 21:17:28] [DEBUG   ] discord.client: Dispatching event reaction_add
[2025-11-10 21:17:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_REMOVE', 's': 33, 'op': 0, 'd': {'user_id': '700204199841103943', 'type': 0, 'message_id': '1437468699329167534', 'emoji': {'name': '👍', 'id': None}, 'channel_id': '1436227694219104318', 'burst': False, 'guild_id': '1436227692667076771'}}
[2025-11-10 21:17:28] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:17:28] [DEBUG   ] discord.client: Dispatching event raw_reaction_remove
[2025-11-10 21:17:28] [DEBUG   ] discord.client: Dispatching event reaction_remove
[2025-11-10 21:17:30] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 34, 'op': 0, 'd': {'user_id': '700204199841103943', 'type': 0, 'message_id': '1437468699329167534', 'message_author_id': '1437455786392420372', 'member': {'user': {'username': 'tejaskumar', 'public_flags': 0, 'primary_guild': None, 'id': '700204199841103943', 'global_name': 'Tejas Kumar', 'display_name_styles': None, 'display_name': 'Tejas Kumar', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'e4e163071f61f2205360ade06b4cfaef'}, 'roles': ['1437462889748238550'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-07T05:36:05.898000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': '👍', 'id': None}, 'channel_id': '1436227694219104318', 'burst': False, 'guild_id': '1436227692667076771'}}
[2025-11-10 21:17:30] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:17:30] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2025-11-10 21:17:30] [DEBUG   ] discord.client: Dispatching event reaction_add
[2025-11-10 21:17:31] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 34.
[2025-11-10 21:17:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-10 21:17:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_REMOVE', 's': 35, 'op': 0, 'd': {'user_id': '700204199841103943', 'type': 0, 'message_id': '1437468699329167534', 'emoji': {'name': '👎', 'id': None}, 'channel_id': '1436227694219104318', 'burst': False, 'guild_id': '1436227692667076771'}}
[2025-11-10 21:17:32] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:17:32] [DEBUG   ] discord.client: Dispatching event raw_reaction_remove
[2025-11-10 21:17:32] [DEBUG   ] discord.client: Dispatching event reaction_remove
[2025-11-10 21:17:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_REMOVE', 's': 36, 'op': 0, 'd': {'user_id': '700204199841103943', 'type': 0, 'message_id': '1437468699329167534', 'emoji': {'name': '👍', 'id': None}, 'channel_id': '1436227694219104318', 'burst': False, 'guild_id': '1436227692667076771'}}
[2025-11-10 21:17:34] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-10 21:17:34] [DEBUG   ] discord.client: Dispatching event raw_reaction_remove
[2025-11-10 21:17:34] [DEBUG   ] discord.client: Dispatching event reaction_remove
[2025-11-10 21:18:12] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 36.
[2025-11-10 21:18:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-10 21:18:54] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 36.
[2025-11-10 21:18:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-10 21:19:35] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 36.
[2025-11-10 21:19:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-10 21:20:16] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 36.
[2025-11-10 21:20:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-10 21:20:57] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 36.
[2025-11-10 21:20:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-10 21:21:39] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 36.
[2025-11-10 21:21:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
